,cloud,gym,insurance,mobile,music,software,streaming
C000041,0.006740011689865483,0.0077013399763461695,0.8894030416701265,0.008300338762579821,0.22623248113637523,0.008493861516627002,0.009266135648311942
C000044,0.014110807796819573,0.010570335486110366,0.011561320872239265,0.011900214990364798,0.031345687980742505,0.01892237234427676,0.02517213088301828
C000047,0.005671869553326651,0.7066499005110407,0.006804325536578753,0.006804325536578753,0.3845243064420837,0.00781631506983424,0.007221386494101123
C000053,0.020678347275218497,0.4939778194831936,0.00861979727393316,0.008657590644903446,0.009090285532203481,0.009197206126034963,0.009509317977266129
C000055,0.0071447948237748785,0.008001782036613824,0.007689400665247463,0.007723146505374633,0.00813827568462592,0.3417620733385407,0.00963844170985072
C000060,0.013304488771155353,0.014705368098513237,0.7621962224629668,0.01520317800720518,0.016183919703176917,0.016282703866037234,0.015156614033000233
C000062,0.0971467299141839,0.006088054401377888,0.006075071605823671,0.036288467152565757,0.006358341585543812,0.15846574564582436,0.005686234678206524
C000063,0.012883942237569326,0.00904255806425613,0.5880662996829344,0.009967913285735987,0.011440108454047717,0.011440108454047717,0.011270942171733848
C000064,0.00450087687295214,0.005198296396463281,0.06326674701792966,0.03081136019457274,0.007263858625138048,0.19770897619065222,0.00746946453562119
C000069,0.049655408263975395,0.007968758756902675,0.21743702125171796,0.014257775175768742,0.01755446609957396,0.018091199261322872,0.02167708684992818
C000072,0.0036120043261551964,0.0038191722605838475,0.0038641710800083164,0.2971157655431974,0.004071415737963131,0.44059718074202037,0.04576147875950299
C000073,0.002706593401178185,0.0027587619024823334,0.028851577292071825,0.003116314208477671,0.05230354631991053,0.003197475570002697,0.0029695954594826384
C000077,0.1051861734778289,0.006882852092921069,0.005893696253579869,0.009634240415307848,0.007512697516205829,0.004029307510328904,0.006403102446264899
C000078,0.00570578787001128,0.006032318540476282,0.7477152801874484,0.006152359147483615,0.37830839835782765,0.005393030581395683,0.052247119158124904
C000079,0.007999342288168563,0.7471060971853424,0.008504686516801389,0.28863297881369604,0.009407914828888466,0.35182628924420445,0.013497036873880633
C000080,0.026215124774056953,0.0072986377767698925,0.007588900722272078,0.0077429592062679695,0.008293917525819003,0.008745928269031545,0.00868906659360656
C000084,0.005466265150891191,0.0060970547159875845,0.052646180442363875,0.054401312680336184,0.007699302275813271,0.007407529520141028,0.007587001597830811
C000085,0.006734023735281748,0.007436159239250842,0.7675979032490812,0.008048319181152631,0.00901722449974105,0.00901722449974105,0.00887729645064741
C000088,0.08813079271422727,0.020107749084137823,0.5294564872632288,0.008647400199872342,0.008613391092801095,0.008442644426171462,0.009988810552734831
C000093,0.01132746349543099,0.0020739703261236056,0.07530302760962758,0.0023219786772607836,0.002401031064522256,0.0027586105982039238,0.002728087173603694
C000094,0.6955698966797547,0.003975836738279985,0.010606474084581484,0.004357232202609377,0.004380435131986592,0.004380435131986592,0.004654832150676236
C000095,0.06656443197232063,0.031020785457807808,0.03218974428635575,0.6953977212574338,0.09285939080234974,0.4592110584927335,0.047378833934648354
C000100,0.013417873675400397,0.4764916000944266,0.09360313938454302,0.006963429084234782,0.007566752438938308,0.007355094512397602,0.0066934392163937656
C000101,0.008051513452828679,0.11793607540757307,0.008309553724511545,0.008408499264424413,0.008544649339071638,0.008486898120140165,0.007636494605918996
C000102,0.013341474400761343,0.43741233172584537,0.01676431267293995,0.01676431267293995,0.020146881931836506,0.6914961693188667,0.019024684260892977
C000103,0.008584392446802255,0.0034884340163320897,0.505556964695158,0.30080131714750025,0.10693989631626775,0.09095631835658695,0.0034121116305065443
C000104,0.0052363439436572375,0.0058657731333835285,0.5753889148807,0.006636788443151995,0.2961323394065729,0.006791791079698325,0.006616192086929315
C000105,0.006717112193361919,0.21671226272337563,0.12997896423689814,0.008377247091142436,0.009388755920107858,0.009531283025650608,0.8080591262556847
C000106,0.012573325776733276,0.010680443843140906,0.011386224706027943,0.011436007518790668,0.011873814857470114,0.01201307860675925,0.6001944387531822
C000110,0.006428748232950745,0.039961817960166804,0.2242274981039219,0.17372627524097026,0.03788101449712224,0.012557069821427935,0.013940053636139359
C000111,0.0092599937063687,0.011616405658358957,0.6049091636296166,0.01385184409532249,0.01487601253688899,0.014557318521264155,0.7878522522085857
C000113,0.010632356540074257,0.011386264725864997,0.011751607430290073,0.6098911420268062,0.061570476134420266,0.011739221975269113,0.010552835094513784
C000115,0.10423157577255415,0.0053217848799037674,0.0057232101530210275,0.0057232101530210275,0.03418796010001399,0.1140124488260066,0.007023749722086179
C000117,0.008442606453674404,0.8708535273702385,0.008399513348843916,0.008149294618347954,0.008516001748165058,0.00715381751142556,0.008023502773010695
C000119,0.3062753011021229,0.00696840106760787,0.006990325418051719,0.007015892370711642,0.007844808233342637,0.007386277020297002,0.6066598443301772
C000120,0.007629292167748525,0.5534805456677253,0.007749620346449145,0.007747569327873656,0.012404353357718424,0.007743286986791441,0.11601770875158383
C000122,0.18929657702604918,0.011875274311959009,0.012957740397213542,0.11564944815277219,0.015319885503365601,0.015319885503365601,0.014079620882676516
C000127,0.008520601768409974,0.043184668123228576,0.009442522392985733,0.009442522392985733,0.012090918495454617,0.00671589932627601,0.01122449240567977
C000128,0.009281299190046824,0.009965841647113227,0.5733185264518019,0.010446528052874661,0.2800616744775679,0.012104141004899264,0.01325068229976259
C000130,0.00746597936136912,0.10920013107168879,0.01296860339668069,0.00783461330551675,0.007848778547696028,0.006670776354157978,0.00842525675944181
C000134,0.06065721442826049,0.007329062438311346,0.6547519940565663,0.011023518351150287,0.007663902845648401,0.007612058676096349,0.17202812041120155
C000135,0.21987715950398495,0.003187412977539274,0.0030601580038431817,0.0030941901182971357,0.003725897130761686,0.0034634769202022226,0.003369475848777465
C000136,0.004845168925688083,0.010595633287201351,0.0743523627955413,0.007184240248738656,0.004353563805453134,0.0043385908534040035,0.027702506369314074
C000137,0.1280174152223073,0.008222131160573532,0.00679133183462295,0.007411620028138316,0.008315395050902862,0.007864303934459914,0.21117230136749549
C000140,0.008144151220492162,0.028367633125847745,0.019716637401638735,0.008838722402594474,0.00951343362267848,0.736656612360415,0.03324820191219468
C000142,0.16253721236687427,0.01882142533387046,0.004271883657070393,0.7941000670894135,0.004716750915503063,0.004716750915503063,0.17757779466888202
C000144,0.005253095828698897,0.006009830472695125,0.00621179354574717,0.006280654290143629,0.006895157312927788,0.8530354610123774,0.007540209109649238
C000148,0.10399087259380516,0.20477302326512453,0.006933858353319123,0.1507891551983804,0.007719466322884043,0.007719466322884043,0.5533519472841187
C000149,0.008198111910091885,0.008724117041626827,0.008826395582326079,0.00889724382986538,0.008913313083356479,0.007676759118024971,0.8766498664344198
C000150,0.015423671959470675,0.01673312600082481,0.018087766404340986,0.01812542683519502,0.0176099167402818,0.898590142593025,0.026424810203751623
C000152,0.7224201386029229,0.009613952394499666,0.010237895716536393,0.007536135672910722,0.0407478823515865,0.012559783742911081,0.012617222033031348
C000153,0.00835988773793461,0.008964005646939175,0.009445815195065323,0.804268218814656,0.010393684884592178,0.010393684884592178,0.034339077901995245
C000155,0.0037904131630165146,0.0033310905569549653,0.038547947912576486,0.0038000400455778954,0.0044662413152978045,0.010172106096335199,0.004836573403603704
C000157,0.01411428849412212,0.01531430630148851,0.015981957054430496,0.0319430034722164,0.01607000501242152,0.016257674636533395,0.018620106597938925
C000159,0.2011851564052053,0.020878339657238763,0.5654281983034718,0.012152506563551902,0.060071767341294706,0.037474808148787786,0.04614865474343473
C000160,0.028984466775322786,0.012212776252859488,0.012212776252859488,0.012662121432464691,0.014529512726569884,0.014092691640768682,0.014672261043153292
C000164,0.47531644451041255,0.009612248822859156,0.16650702314052032,0.010062815462097545,0.30181518490874515,0.007952844794520793,0.007399347770411423
C000168,0.006422629008462614,0.06497099148983343,0.0072362256813965605,0.008522377120245091,0.007976909435465505,0.057954836020957454,0.007422168028250717
C000169,0.006031279577030568,0.01085417334555129,0.008157968122592799,0.28682980919466616,0.014802829071788065,0.052104675377496974,0.09949118019068016
C000171,0.003702642786987461,0.004096705554406339,0.004549344467895489,0.0069800986793579715,0.005089526704540077,0.005089526704540077,0.885340408587948
C000172,0.028060697051163097,0.02912703669594281,0.030129779222996075,0.032005518192784695,0.032839412221444216,0.04914824387929101,0.02979531983798446
C000174,0.024634656626890693,0.02617104892342284,0.02617104892342284,0.025404985547693205,0.026527407898696054,0.022792689808851425,0.1033025534570219
C000175,0.01691189152677763,0.013369724772602608,0.7514663556287934,0.014041973749404942,0.4944746327990775,0.013101722327493246,0.011817347333753331
C000179,0.008632970577105199,0.09840985937453868,0.003971747168224178,0.011176566811808225,0.4648632331069723,0.004681929109705695,0.009556280128769195
C000181,0.00778918139354703,0.03833310227226546,0.007773410284848805,0.008346495108137302,0.6861879296983171,0.07766631516868511,0.00846097849501629
C000183,0.008183327435443432,0.18684659406756984,0.008700192661484198,0.30558250707511353,0.030727760189741733,0.02921068482568312,0.038047964219094836
C000187,0.011858860178631619,0.013109546255421035,0.49435126892406206,0.015002434179948709,0.4657185348398423,0.016292155683022835,0.016488820354878475
C000189,0.003495362733258822,0.002823763026625733,0.004344535454482384,0.004518630596553457,0.006032356642112208,0.7543510802960347,0.0057359771747833455
C000190,0.6124271709913639,0.010314460200968352,0.010634565312759005,0.010681097229563254,0.011941369101393831,0.009564520148292639,0.012815555712186974
C000191,0.01336505964262856,0.005819110351492945,0.006130498431846764,0.5401883800657791,0.07635957348948046,0.006968941647464369,0.5332725819962352
C000192,0.004764887325464621,0.512746317801151,0.06084074347275037,0.006223675779604664,0.013852372415545641,0.2586095883079894,0.007192460923872754
C000196,0.4414719260188316,0.00834259950407451,0.00872026604759057,0.008816687722667658,0.00911274582482357,0.008714437919390458,0.008202474053692841
C000197,0.005402350019082113,0.005919411191534534,0.007353347344454258,0.00782256894350786,0.6380834727873002,0.01643274061520327,0.00803702635363455
C000198,0.00849431364215196,0.009398629845650153,0.022392414073907303,0.03179823811762171,0.010020585999459009,0.010020585999459009,0.583445375823541
C000201,0.006388945721753541,0.5477446830333469,0.01154327397102099,0.02234726532891818,0.012416102731479783,0.012416102731479783,0.012487681625550025
C000202,0.25900582250027243,0.3327319044502227,0.008724300291562908,0.004909310918253004,0.005130328056441497,0.3118117097788448,0.10161353840755467
C000203,0.009910086878055084,0.17779703239800124,0.005915581700002402,0.01025930551411886,0.010719934058115417,0.7334767845594531,0.009793347084531407
C000206,0.004923643261851855,0.005333410115311811,0.005638324103378732,0.07669065957297054,0.2768809647677218,0.4999439380888265,0.005818764289817288
C000207,0.7668031692713452,0.14481927636366093,0.005622935213036016,0.03173184196579806,0.006232975506908101,0.006232975506908101,0.009792650126279251
C000210,0.17505546640403513,0.008436968497708626,0.08329408411450014,0.4538692025435495,0.005086657124428468,0.004680658233784828,0.004218710427915556
C000214,0.0038285915269349385,0.005645059095604468,0.005401906433012914,0.06799398665861107,0.006624319349127598,0.019052866231764387,0.0054931565993055825
C000218,0.005472877223821942,0.022897982050329262,0.22490542599768912,0.006704407926109414,0.037346079787583725,0.004305105018889133,0.3321275989796775
C000219,0.275204559740938,0.536906157091044,0.0056841117039766525,0.41235674424431523,0.29007357281907303,0.005018767561077679,0.005392775771130131
C000223,0.595975205498511,0.006675399308634816,0.007440194424204562,0.043676600205424125,0.011791515951567418,0.011533726474252803,0.13177033366970312
C000226,0.0074868383501150975,0.00867712646255472,0.9098858380998653,0.009560251422468295,0.0118034151029095,0.011116094619780607,0.010617621807268107
C000228,0.005457423397949309,0.1839336944864689,0.23000706735261603,0.017720215182001228,0.3765731138278387,0.0065418179994792625,0.006357603581851801
C000234,0.14795883673529492,0.006379262389107155,0.005957212529442974,0.013695768748619223,0.8133135342664165,0.006685315768915309,0.010601206701075313
C000235,0.005578290547527116,0.0062365910577059725,0.006096653807650746,0.6922442887841586,0.007389409181750365,0.007229926181413979,0.008112877317572759
C000236,0.014556567515258266,0.015427820140319588,0.015395228770557594,0.7590022311303749,0.007365734536077786,0.015087245017577798,0.1468531990486468
C000237,0.7765200279453656,0.006079605487708257,0.006066640599515334,0.006420784675302084,0.09608490208629104,0.06350905133434849,0.007964592681527775
C000238,0.00946010085917585,0.5825751362721187,0.010199793594960512,0.19516098765135734,0.2874400757977678,0.008524518371920232,0.010439165546054157
C000239,0.005709864758012933,0.005562643189201089,0.006516985144747522,0.009270753547492723,0.006823779739846817,0.37299416973218436,0.07438200605510087
C000240,0.007874218724851063,0.4314783335554711,0.009303462902126134,0.00942162426950126,0.006151244443135676,0.010008380121918098,0.010957954514165393
C000242,0.008651093519752474,0.007585083632891838,0.008471517104766332,0.4834585325077436,0.009974209128176818,0.3394033162427331,0.19769644907713688
C000245,0.1270568094160544,0.010463816941967024,0.010441600849564163,0.010797832916034134,0.022092450341584566,0.014854129953418133,0.012463646599940785
C000246,0.8999250886284864,0.014810146931356153,0.015302961286310278,0.01638405392753702,0.017304030069650974,0.017505854551853127,0.019877293680459818
C000248,0.08129419411921844,0.012734027592532516,0.7593146143337833,0.03749802067095403,0.014447075576938088,0.014447075576938088,0.013728048664692368
C000249,0.021382704099029332,0.0178302278371291,0.015060703897804529,0.0333250801930989,0.012510567870871856,0.012426347922428162,0.013756441488521424
C000250,0.35287227967907064,0.009823967984478613,0.009855671104322842,0.009964520974583314,0.010866911537347278,0.5616485334780197,0.011624126422869602
C000252,0.017283029318376646,0.039386353356798666,0.005196927461698971,0.003879365397133013,0.01262044436789868,0.1591632933253708,0.0098298234648806
C000254,0.008059630785434552,0.009525513944681941,0.08446897937440578,0.009802795116690848,0.010178721588015006,0.010298311394042465,0.24896504236878383
C000257,0.5320784516811202,0.00952123345566989,0.010519780051356961,0.011732851042179884,0.20427019456795756,0.012977854998921056,0.013624440193124615
C000261,0.004748043874652334,0.005319091321296177,0.005321372346553621,0.005701388757621035,0.006423287151209557,0.2699451001416757,0.0063946913675709685
C000263,0.5863117126951402,0.1250177791454154,0.004377447145669332,0.005773445826271106,0.03594074493210944,0.006465577279712465,0.005750619007413944
C000264,0.005780268448450374,0.0771460947759063,0.004244818735784315,0.011725399662245468,0.4136346988201064,0.004629921816236037,0.004418454539101882
C000265,0.12648276985705897,0.006861542571412548,0.007572165645761405,0.007719514549739777,0.007929482714553918,0.5264653143372608,0.007745384633821102
C000270,0.013164725637257926,0.014193685414859911,0.014359158429021218,0.014045163081732918,0.25762250265295733,0.011969875267499052,0.013082067934476785
C000271,0.007196353162134048,0.6487891194002477,0.16504294533589442,0.0075470107641817195,0.007694147226898862,0.005728364547412538,0.006539189236863458
C000274,0.005994431671553093,0.006567787018327976,0.004704346244343029,0.17574825594247329,0.008661101473116583,0.5937959141134372,0.00903125973680378
C000275,0.008382089066885494,0.007227929976786447,0.02875945299872862,0.33410408922080026,0.009153424155664964,0.0071292368473111,0.009630903287156312
C000276,0.044798114611471034,0.005518452613277661,0.005518452613277661,0.7256249144000569,0.005973972569059686,0.07195633438217289,0.005353918338346042
C000281,0.008689106517175258,0.5362357678715173,0.8691673143987731,0.00947578227083829,0.010193892721459385,0.0042824760867696205,0.009282598186074607
C000283,0.0070933641726927945,0.007978926785958788,0.008175698752170304,0.019429579612028174,0.00826776310895272,0.008365090805792175,0.8905396939685563
C000284,0.009262818977293683,0.010054564300588995,0.010050978857430339,0.5372298688121064,0.01033950229224723,0.6625295776294977,0.009186602248539847
C000285,0.09587213559628742,0.004623962736288125,0.004156618652358079,0.1179341638550626,0.004564414471071939,0.019509335300695513,0.054748005856344574
C000286,0.0051305723185748305,0.005413343893984815,0.015803479355949723,0.504471516189973,0.8560891497242313,0.012815491458348888,0.005752142929763655
C000290,0.006746128129361506,0.007031756024654361,0.00711433630358585,0.7693327373821894,0.00717083920540583,0.0061057163374866755,0.006671838810516628
C000292,0.5244453702756653,0.01960395009771643,0.006510197038644469,0.007006978566731518,0.007899636813241035,0.007437924879651366,0.006913375107085304
C000295,0.007551748191170929,0.055477191703175784,0.006133459242233543,0.009466920054307965,0.010712755729481596,0.00943091116162837,0.011291084319678433
C000296,0.007026843365334745,0.04545973217512702,0.01116522764662942,0.01116522764662942,0.6966307035958634,0.012521461113922787,0.013163965106760156
C000297,0.005484570915446438,0.0073713036141408485,0.0114503304373085,0.007993932549025556,0.17552842029644358,0.008180608163042306,0.008043477856801873
C000302,0.017732500644688554,0.020553174055679007,0.02204123501234312,0.023352550640421632,0.02527718260045203,0.014407077384455553,0.02665422777213245
C000306,0.6046846782009841,0.008015120527036514,0.008067859386612426,0.4308102159459163,0.009063768464008613,0.009063768464008613,0.008230441333488643
C000310,0.012131363983364792,0.003767045208161788,0.003958686056637423,0.0055128434266393175,0.019527415717243382,0.010350919120416349,0.026501852921460067
C000311,0.37475081404721805,0.010078521408412977,0.010078521408412977,0.010159317278593054,0.010615504640448982,0.008653155870942042,0.012853146560918878
C000322,0.028576342540138498,0.011468487713612486,0.006743101118919969,0.0089897127918242,0.8567993261257041,0.007060778778425698,0.007790413590544667
C000324,0.010282617058470703,0.01966027103189793,0.04322755369797945,0.013849689714499784,0.006526942626973461,0.023955535727804733,0.005862268469484523
C000326,0.00652314392275815,0.011058948000514324,0.011535935671981188,0.01184712633089511,0.6805931336626714,0.012445662382332133,0.014114306425998117
C000330,0.1653319241166652,0.2990672807866835,0.3760580747383529,0.004746858989369233,0.005148209026722054,0.005032548927614826,0.051990425650609344
C000332,0.004479550646542799,0.0048329985486234755,0.004889883988075574,0.14153171343454035,0.005738466986995851,0.00434648292104078,0.004829343015021197
C000336,0.007066019601874551,0.006919115962185946,0.05274823717368368,0.1122805499998406,0.007696054552334834,0.007295583911626957,0.3986877186505687
C000338,0.5248218211946533,0.009037549356488284,0.007407869521221803,0.008371957303926768,0.009129167323554477,0.16637839252823622,0.008778334714241713
C000342,0.005902804814723114,0.006583636189374957,0.005314942012275191,0.017614880432952642,0.008609062198161738,0.4095971642768497,0.009675969344535285
C000343,0.8077866046443888,0.1340774167982691,0.008927895221371579,0.008993211529564012,0.00901580314350199,0.007663998359410805,0.030578640427645666
C000348,0.36091238902724176,0.011256664832748177,0.5405769953265638,0.01211805608978846,0.00984429881076647,0.013901906816148248,0.08362214747959862
C000350,0.12764713656437784,0.004364421597414015,0.0042683760654658445,0.00435707090483584,0.566332657129379,0.16671564039384543,0.0040921613489871755
C000352,0.00729800551276667,0.010191050791746899,0.005238995964181389,0.00737546363147514,0.06517467206601996,0.00840884057425297,0.674552777332376
C000353,0.008459618544483944,0.00973039811539438,0.009931158606599414,0.5478939477735394,0.04291799499858087,0.007670622973089865,0.012934986920428253
C000356,0.004423254068378747,0.004964704543170548,0.3966896067197577,0.6532901691404684,0.00638862006679137,0.006129207509626202,0.007160884136880085
C000369,0.004265385620307799,0.005466104389983913,0.07421162331979347,0.004693726016740882,0.00505314281920618,0.003908160791028424,0.03608095615815851
C000372,0.015343326120620504,0.014934905040467452,0.019955185345856573,0.021622461611806983,0.023465855921345452,0.022967429052496283,0.42498965498328656
C000375,0.005676977279847499,0.005685900804947118,0.011983030936684583,0.006883205365707693,0.005954070727323222,0.8417595854176713,0.006155279977358228
C000376,0.005737158886921069,0.013185779592456584,0.007948633725336825,0.12216688846913135,0.007228287585021827,0.033461547969448835,0.0068466366182158445
C000381,0.004529492854689796,0.01037354145819309,0.01105786642257837,0.433133000507266,0.012255177060938567,0.15493624501865833,0.011413247329555152
C000387,0.006566895274489685,0.0054094413860713364,0.04670550691190332,0.00544644738731736,0.005597899613580416,0.005663977309947724,0.12167276753393894
C000388,0.007757174379068289,0.29831227014646516,0.025301473812368202,0.008251066491127328,0.008601889558016258,0.007287453952553653,0.009482424483390418
C000389,0.010567299293509046,0.011483180591512574,0.011299533059909436,0.011452249564551709,0.02102876428864511,0.014226122783398932,0.2500177035580543
C000390,0.007034784189227956,0.00787868081231611,0.008041905370961364,0.008130887804699772,0.09282196286911393,0.031079036882125693,0.33003287466621406
C000392,0.010743057635080638,0.007694385443308524,0.00850702339088722,0.00850702339088722,0.009107676195503327,0.009245976163627528,0.7572125845997931
C000401,0.18399160633717318,0.01691859412394444,0.01691859412394444,0.017614563781483655,0.05519274133152663,0.030487637009816652,0.06293603411179323
C000403,0.003256661531459261,0.0034945649239251993,0.46232962563347363,0.0040818941277352165,0.004986454430301495,0.04450009163563258,0.004733631582086353
C000406,0.004505773421871123,0.005150084476909719,0.005318000405176516,0.15983462285656064,0.005774758322417676,0.005842911395226042,0.2827301822817458
C000410,0.0048676246807169855,0.22124674364389543,0.0929022543932483,0.40533232106144185,0.17975988445371607,0.006705548896817526,0.006228604540011375
C000414,0.008649698341069914,0.009328779968991223,0.01007294254771603,0.2257036273989824,0.01119805454424066,0.011237099404327107,0.024974395246651914
C000418,0.004339182484625047,0.0026378171888455774,0.005070424074745016,0.005308644439181668,0.0059676189837656185,0.19321586343360642,0.007010918517686
C000420,0.009932523919392115,0.36571751037073696,0.011285640878341335,0.0960550015316507,0.013224722334983943,0.0717242201349834,0.1600884157305984
C000422,0.005224362319421854,0.005827400634157912,0.07685922606263303,0.0063315043926112,0.12127074300160322,0.007580613556000201,0.03421745148239343
C000424,0.00927558529481194,0.6282277676028312,0.009667266860250564,0.009744798305601016,0.01018256385393209,0.7315496735863625,0.011428156999354101
C000425,0.011084701198047974,0.013465814215659143,0.01441288131930252,0.014691375066298275,0.015440812425829228,0.015621250835805173,0.721248279549524
C000427,0.002082172074276137,0.002154106032905007,0.002110688562788904,0.002110688562788904,0.002262398448563745,0.051454867740661374,0.05427630941359874
C000428,0.018832914361673794,0.017291599072373872,0.01762033529633739,0.01834463337324219,0.019484332974386693,0.032271404679722955,0.01627656168680246
C000431,0.009120138155310622,0.9014732666857421,0.010078782130403915,0.010159580069247259,0.01015858812485494,0.008040854340454115,0.009517495223533025
C000433,0.00743668329972363,0.008415486499867276,0.3076044782523262,0.009485555332638479,0.012305082008308208,0.021238775709996705,0.013241714114475656
C000434,0.01585695347975886,0.016104941301725108,0.016104941301725108,0.016647419776922842,0.017324229913515236,0.05725486955591958,0.01851626021650692
C000437,0.022453097546135864,0.0243445864337135,0.02562870690014047,0.02562870690014047,0.026312881643196697,0.02661693430748659,0.04919180815218673
C000438,0.09822907588282064,0.29433846813288395,0.007978108943191559,0.008077802349427215,0.008651971464955381,0.008682216709826393,0.34324760004180943
C000443,0.19050522413637164,0.0035318061502855667,0.7592433063514621,0.003649769965219416,0.003649769965219416,0.003649769965219416,0.003329833188869825
C000445,0.005753227828072877,0.0062291113920894,0.006215829673251992,0.006530751520420929,0.0065654524501045485,0.2220128057434647,0.007513433140206145
C000447,0.006743029992184861,0.2682671898547129,0.7987259786982267,0.011779202957130116,0.007189874211380302,0.007189874211380302,0.10979051454107606
C000448,0.1532985466154094,0.010141879743677001,0.006079652649165561,0.006092466187716833,0.8093712599446518,0.006099034222227889,0.006806408494087999
C000453,0.0040855695590219735,0.011323572607572522,0.08491887389579755,0.03787772598364298,0.042798377706234125,0.005042824954648899,0.5915444267491654
C000454,0.0037557023756563768,0.004070873407427473,0.27910050636890066,0.00422644576560411,0.004884758801337717,0.5339705266549749,0.004825072734763738
C000455,0.24063693669802208,0.42305056257402,0.00508793028899013,0.3707235062350714,0.00676022457035172,0.006309571323716633,0.006039836036325767
C000457,0.28045724177771136,0.00794850604727234,0.4487597099326379,0.007741185851338257,0.008351209272457595,0.006982845044246869,0.007302676036536069
C000458,0.005411032695925822,0.13112811334321686,0.19069076202309784,0.006182058602208754,0.12002372250748476,0.006629180115261716,0.00696219857001476
C000461,0.007426027066112222,0.007745148836021158,0.6883091805576932,0.007899003178623496,0.008254541268311943,0.0133471927408731,0.00938429010925471
C000462,0.004469503355713438,0.004722025468658675,0.04104118922428202,0.005103900181306053,0.006113320956342774,0.49346337648410893,0.37168918474241774
C000464,0.006996592913905699,0.007769106795145483,0.00782806585270284,0.007914701064192606,0.35933578194957033,0.008649108107268988,0.0073090624601905
C000465,0.15696075837174842,0.009614564354360347,0.8254663297589022,0.5957723700123602,0.01012296069392419,0.010241902143999684,0.0103837272767747
C000468,0.00616469907686614,0.00656109998594123,0.4826211560188873,0.006869638444667684,0.12399343256372221,0.22444869393052488,0.004767385734813172
C000469,0.004296340225234131,0.004688378184904601,0.7289898010879399,0.35628060373372633,0.005610113352078148,0.005397081886286678,0.004868879426983813
C000470,0.01576839857998014,0.017528169852306718,0.26117916473961306,0.01887870088315843,0.09410113070048044,0.09202744686899099,0.15622944297527472
C000471,0.3481386334609859,0.015282729252180102,0.01515795959758029,0.01515795959758029,0.015185163041891004,0.24960972125127312,0.01598130255645129
C000472,0.017223056111505437,0.01825094995914303,0.01825094995914303,0.018949357282561245,0.019508954351039297,0.019508954351039297,0.024950624071615614
C000475,0.008920701856251463,0.009615066681319917,0.2065785144444343,0.5108303592717836,0.010434081867903719,0.008934032165568484,0.009784940206082142
C000477,0.006668079035363582,0.28149503703127143,0.007510677504975197,0.0079164041061415,0.008067144317862648,0.07598084276106484,0.6548519848717326
C000482,0.0029612318655099124,0.0035764180819911643,0.0033126521210872016,0.0033126521210872016,0.006295152957903276,0.006156777887609801,0.7340763124960754
C000484,0.004530879348573073,0.004964948069694579,0.0053604052886367885,0.04144982938057577,0.006075991636305458,0.010588936171845923,0.015048902161211696
C000492,0.09098422186267113,0.1013388261226391,0.09009924246704568,0.005269225651106706,0.01753773888567676,0.040492519769690115,0.016917690007419564
C000493,0.0043135854773724246,0.07735463767696776,0.004708788076677062,0.005446929465080708,0.21495558625516942,0.004159959449360168,0.03311638981479745
C000497,0.0031657812335080964,0.003415925085590953,0.013873062856771532,0.2821192684056488,0.003490410071583587,0.17756284565695477,0.11249251317908963
C000498,0.5119442208270846,0.00707711580605476,0.007014606064612628,0.5394560886119942,0.00818472655175946,0.008008216983193303,0.010448499604381527
